Record_ID,Age,CGPA,Attendance_Percent,Coding_Score,Communication_Score,Projects_Count,Certifications_Count,Technical_Skills,Aptitude_Score,Previous_Internship,Internship_Selected
1650,21,6.93,95.5,59.7,55.8,2.0,3.0,Beginner,49.7,No,0
1651,20,6.59,79.8,47.8,73.3,2.0,0.0,Beginner,61.9,No,0
1652,21,7.55,82.6,,40.4,6.0,2.0,Intermediate,77.9,No,0
1653,20,7.89,72.2,84.0,80.8,1.0,3.0,Intermediate,46.8,No,0
1654,18,6.27,87.2,53.2,74.0,2.0,0.0,Advanced,70.7,Yes,1
1655,19,9.88,76.6,52.2,70.4,2.0,1.0,Advanced,65.3,Yes,1
1656,20,6.58,66.6,74.4,81.8,2.0,1.0,Beginner,67.3,Yes,0
1657,18,8.18,94.8,71.9,67.8,5.0,0.0,Intermediate,81.4,No,1
1658,19,6.46,81.4,68.9,84.0,2.0,0.0,Intermediate,67.6,No,0
1659,21,8.18,90.3,51.4,79.1,0.0,2.0,Intermediate,74.4,Yes,0
1660,23,9.3,75.6,100.0,65.6,6.0,1.0,Beginner,59.5,No,0
1661,18,6.78,68.4,83.8,58.2,3.0,1.0,Advanced,50.3,No,1
1662,21,5.41,83.1,97.6,72.5,2.0,3.0,Intermediate,54.5,No,1
1663,20,7.82,83.4,44.5,66.8,2.0,1.0,Advanced,52.6,No,0
1664,18,7.29,83.6,64.1,61.9,2.0,1.0,Intermediate,52.3,No,0
1665,21,5.5,85.6,52.1,69.0,1.0,1.0,Advanced,69.5,No,0
1666,21,9.02,70.3,49.5,59.5,1.0,2.0,Advanced,100.0,Yes,1
1667,22,6.74,99.3,75.7,96.6,2.0,2.0,Beginner,78.3,Yes,1
1668,21,5.95,85.7,77.2,67.9,5.0,4.0,Intermediate,51.5,No,1
1669,21,9.14,87.8,74.7,88.8,3.0,1.0,Beginner,75.9,No,0
1670,20,7.47,57.4,100.0,79.8,0.0,2.0,Intermediate,65.3,No,1
1671,20,7.76,60.6,89.9,95.6,3.0,5.0,Intermediate,59.1,No,1
1672,21,7.74,66.7,52.4,74.2,0.0,1.0,Intermediate,51.2,No,1
1673,19,9.45,59.7,74.8,53.8,4.0,2.0,Intermediate,,No,1
1674,19,7.41,74.8,74.8,75.4,2.0,3.0,Intermediate,48.8,No,1
1675,19,6.06,82.5,,85.9,1.0,0.0,Beginner,83.2,Yes,0
1676,21,4.5,81.0,81.6,50.2,1.0,0.0,Advanced,58.9,No,0
1677,20,6.66,86.0,95.2,75.3,1.0,4.0,Advanced,25.1,No,0
1678,20,8.88,100.0,85.6,96.2,2.0,3.0,Intermediate,62.0,No,1
1679,21,6.52,64.5,91.5,80.9,4.0,2.0,,40.4,Yes,0
1680,21,6.58,68.6,73.9,91.8,2.0,2.0,Intermediate,65.8,Yes,0
1681,19,8.76,90.0,41.9,67.7,2.0,2.0,Intermediate,50.8,No,1
1682,21,7.8,71.5,83.5,56.0,3.0,2.0,Intermediate,76.1,No,1
1683,20,6.65,63.1,54.6,73.8,1.0,4.0,Advanced,72.5,No,1
1684,20,7.57,68.4,57.8,70.8,3.0,,Intermediate,47.7,No,1
1685,19,7.26,80.6,60.5,83.1,0.0,1.0,Beginner,,No,0
1686,20,7.72,78.8,62.9,71.1,2.0,1.0,Intermediate,55.6,No,1
1687,19,7.31,78.2,73.1,60.8,4.0,2.0,Intermediate,50.9,No,0
1688,21,7.49,81.8,85.6,76.6,5.0,0.0,Beginner,70.1,No,1
1689,21,5.95,82.7,83.5,81.6,2.0,,Intermediate,65.8,Yes,0
1690,22,8.06,64.6,80.5,41.5,1.0,2.0,Intermediate,46.2,Yes,1
1691,19,7.77,70.9,67.1,49.0,2.0,1.0,Intermediate,75.9,Yes,0
1692,20,7.86,86.0,90.9,79.5,4.0,1.0,Intermediate,52.6,Yes,1
1693,20,7.89,82.3,65.8,87.0,5.0,0.0,Intermediate,87.6,Yes,1
1694,20,7.18,63.7,76.4,59.6,2.0,0.0,Beginner,80.6,No,0
1695,21,6.91,76.5,44.5,40.9,1.0,2.0,Intermediate,71.6,Yes,0
1696,20,4.5,80.3,43.4,43.1,3.0,5.0,Intermediate,63.8,No,0
1697,21,7.36,63.6,64.9,69.7,1.0,3.0,Intermediate,67.7,No,1
1698,19,4.5,45.9,78.1,56.2,3.0,2.0,Beginner,45.3,No,0
1699,19,7.6,67.3,78.6,85.5,2.0,1.0,Intermediate,86.4,No,0
1700,21,7.96,89.4,,65.0,2.0,1.0,Intermediate,63.8,No,1
1701,20,7.92,62.8,82.4,59.0,2.0,2.0,Beginner,54.9,Yes,1
1702,19,7.01,80.3,53.9,61.2,2.0,1.0,Advanced,49.0,No,1
1703,20,8.11,64.4,91.1,51.5,5.0,0.0,Advanced,53.3,Yes,1
1704,21,8.64,72.3,87.2,66.2,1.0,3.0,Intermediate,41.8,No,1
1705,19,6.95,100.0,53.2,73.2,1.0,2.0,Advanced,46.0,No,0
1706,19,7.09,84.1,,43.5,1.0,1.0,Advanced,59.3,No,0
1707,24,8.55,98.1,73.9,78.7,1.0,2.0,Advanced,53.5,Yes,1
1708,19,7.41,49.7,37.9,76.0,1.0,2.0,Intermediate,61.2,No,0
1709,20,9.7,78.1,63.1,62.2,2.0,2.0,Intermediate,60.5,Yes,1
1710,20,6.95,87.1,49.4,43.7,1.0,1.0,Intermediate,81.9,No,0
1711,22,7.58,82.2,66.9,65.9,1.0,5.0,Advanced,88.4,No,1
1712,19,6.3,78.9,75.4,64.5,2.0,0.0,Beginner,56.1,No,0
1713,19,7.51,68.4,66.9,64.4,1.0,0.0,Intermediate,35.2,Yes,0
1714,19,6.71,93.4,85.3,71.3,3.0,3.0,Beginner,84.2,No,0
1715,21,5.5,72.3,80.4,85.8,2.0,1.0,beginner,66.6,No,0
1716,20,5.19,96.6,77.4,50.3,3.0,1.0,Beginner,40.6,No,0
1717,19,7.6,79.2,57.4,50.6,3.0,2.0,Intermediate,66.5,No,0
1718,20,6.33,91.3,58.9,78.4,5.0,2.0,Intermediate,48.9,No,0
1719,23,7.09,66.0,66.4,80.2,2.0,0.0,Intermediate,87.7,No,0
1720,22,7.13,79.2,33.6,66.9,2.0,2.0,Intermediate,59.6,No,0
1721,20,6.74,87.4,90.1,,3.0,0.0,Advanced,78.8,No,1
1722,19,8.98,68.6,37.7,82.5,0.0,0.0,Advanced,51.2,Yes,0
1723,21,6.96,65.7,86.4,71.2,0.0,1.0,Advanced,55.1,Yes,0
1724,20,6.59,71.5,50.7,61.4,2.0,1.0,Advanced,60.7,Yes,1
1725,23,6.16,72.0,44.4,58.8,3.0,0.0,Intermediate,67.5,No,0
1726,18,8.08,97.9,75.2,68.6,2.0,2.0,Advanced,62.0,No,1
1727,20,6.76,53.8,82.1,78.5,0.0,2.0,Intermediate,46.3,NO,1
1728,20,8.49,70.8,66.9,92.1,2.0,4.0,Advanced,62.8,Yes,1
1729,21,7.76,95.5,67.4,73.8,0.0,1.0,Advanced,53.8,No,0
1730,21,6.7,76.1,48.5,67.7,3.0,0.0,,64.3,,1
1731,21,7.66,93.6,69.7,59.1,0.0,1.0,Intermediate,74.8,No,1
1732,20,7.77,77.9,55.1,66.6,4.0,1.0,Advanced,92.9,No,1
1733,20,6.33,73.0,65.6,55.2,3.0,1.0,Advanced,78.8,No,0
1734,19,7.46,97.8,67.4,86.2,3.0,1.0,Intermediate,58.8,No,0
1735,22,7.58,85.0,83.2,57.1,4.0,0.0,Intermediate,51.2,No,0
1736,20,7.29,77.3,85.4,68.3,3.0,2.0,Intermediate,84.0,No,0
1737,20,7.85,64.8,79.5,,5.0,0.0,Beginner,68.0,No,0
1738,21,7.06,75.3,68.6,84.6,3.0,1.0,Beginner,52.0,Yes,0
1739,21,8.87,69.9,40.1,60.4,2.0,3.0,Intermediate,100.0,No,1
1740,20,9.89,66.3,89.9,96.4,4.0,1.0,Intermediate,70.3,No,1
1741,18,6.79,89.9,57.4,31.7,1.0,1.0,Intermediate,62.8,No,0
1742,18,5.21,65.8,54.5,51.3,2.0,4.0,Intermediate,59.9,Yes,1
1743,22,7.62,63.6,60.1,61.2,2.0,1.0,Intermediate,83.7,No,1
1744,19,7.7,90.8,54.6,80.0,2.0,5.0,Intermediate,58.3,No,0
1745,21,7.38,77.4,69.6,68.6,1.0,1.0,Beginner,63.5,No,0
1746,21,5.9,56.1,59.1,81.7,3.0,2.0,Advanced,90.3,No,1
1747,19,7.61,82.9,86.6,64.7,1.0,3.0,Advanced,79.7,No,1
1748,20,8.12,67.5,45.6,79.6,1.0,1.0,Beginner,58.7,Yes,0
1749,20,6.36,77.0,57.7,80.7,4.0,1.0,Intermediate,64.5,No,0
1750,20,9.15,83.4,26.0,80.5,2.0,3.0,Beginner,68.6,No,1
1751,22,6.35,98.6,69.9,81.5,1.0,1.0,Intermediate,32.4,No,0
1752,22,8.05,85.1,94.1,92.8,0.0,1.0,Advanced,84.4,No,1
1753,19,7.08,65.1,58.0,58.6,2.0,0.0,Beginner,37.7,No,0
1754,20,5.7,92.6,59.4,73.9,0.0,0.0,Advanced,92.2,No,0
1755,19,7.23,71.4,59.4,42.8,2.0,2.0,Beginner,,No,0
1756,21,7.11,66.4,82.6,55.6,3.0,3.0,Intermediate,96.5,No,0
1757,20,10.0,84.2,84.0,97.1,2.0,1.0,Beginner,60.8,No,1
1758,20,8.38,82.4,40.9,82.4,3.0,1.0,Intermediate,82.1,No,0
1759,21,9.25,62.6,73.3,79.3,2.0,2.0,Intermediate,72.3,No,1
1760,21,,86.8,94.6,74.5,2.0,2.0,Intermediate,59.3,No,1
1761,21,7.3,76.4,55.2,67.3,1.0,2.0,Intermediate,60.2,No,0
1762,20,6.6,98.5,58.9,59.8,2.0,2.0,Advanced,49.0,No,0
1763,20,9.15,62.2,50.1,76.3,0.0,0.0,Intermediate,38.8,No,0
1764,19,6.09,71.4,57.6,78.7,0.0,1.0,Beginner,59.9,No,0
1765,21,7.29,90.8,42.1,36.6,2.0,1.0,Advanced,59.6,Yes,1
1766,22,6.63,79.8,73.3,52.7,0.0,0.0,Intermediate,81.9,No,0
1767,20,7.99,74.9,56.2,76.0,1.0,3.0,Intermediate,46.3,Yes,0
1768,20,9.35,83.1,70.2,55.2,5.0,1.0,Intermediate,54.6,No,0
1769,19,7.03,49.0,,67.1,1.0,4.0,Intermediate,72.0,Yes,1
1770,19,6.16,80.9,57.9,94.4,2.0,2.0,Intermediate,75.1,Yes,1
1771,19,8.35,73.0,98.0,89.2,2.0,0.0,Advanced,78.2,No,1
1772,21,5.59,58.5,55.3,66.3,1.0,3.0,Intermediate,73.7,No,0
1773,21,,84.5,60.7,56.9,2.0,0.0,Advanced,64.2,Yes,1
1774,19,6.61,73.9,60.5,84.7,1.0,0.0,Intermediate,67.4,Yes,1
1775,24,7.79,91.6,75.7,94.7,3.0,0.0,Intermediate,77.8,No,1
1776,20,7.72,83.5,53.5,59.6,2.0,0.0,Advanced,85.3,Yes,1
1777,22,6.2,78.6,83.9,81.2,2.0,1.0,Beginner,64.4,No,0
1778,24,9.23,78.4,81.8,60.9,2.0,3.0,Advanced,63.9,No,1
1779,22,8.72,89.5,73.2,,0.0,5.0,Advanced,79.3,No,1
1780,20,6.31,59.0,54.1,77.0,2.0,3.0,Intermediate,54.6,No,1
1781,18,6.07,94.8,56.5,76.6,2.0,1.0,Advanced,62.9,No,0
1782,20,6.83,85.5,25.0,69.9,2.0,3.0,Intermediate,80.2,No,0
1783,20,5.87,96.8,48.6,59.4,3.0,1.0,Advanced,55.9,No,0
1784,18,6.13,74.3,89.9,40.8,1.0,1.0,Intermediate,69.2,No,0
1785,22,8.35,73.7,72.4,100.0,2.0,4.0,Intermediate,61.3,No,1
1786,19,7.28,67.5,95.8,70.7,6.0,1.0,,64.6,No,1
1787,21,8.04,86.9,72.7,80.3,0.0,1.0,Intermediate,75.8,No,1
1788,19,9.51,69.4,62.9,93.1,0.0,1.0,INTERMEDIATE,62.0,No,0
1789,20,7.13,86.1,66.2,62.0,4.0,1.0,Intermediate,47.6,No,1
1790,20,6.68,81.8,68.6,66.8,3.0,0.0,Beginner,72.5,No,0
1791,21,7.21,74.9,39.5,63.2,2.0,1.0,Intermediate,70.6,No,0
1792,20,8.33,77.3,71.1,41.2,3.0,2.0,Intermediate,55.2,No,0
1793,20,7.49,87.3,82.5,54.7,0.0,0.0,Intermediate,78.2,No,0
1794,18,5.3,76.2,78.7,75.4,2.0,0.0,Intermediate,58.3,No,1
1795,19,6.54,85.0,52.4,67.5,1.0,3.0,Intermediate,76.5,No,0
1796,21,5.71,54.8,69.6,76.9,2.0,2.0,Beginner,82.1,No,0
1797,21,6.13,66.4,66.4,67.6,3.0,1.0,Advanced,59.3,No,0
1798,21,5.63,71.7,81.8,82.1,2.0,2.0,Intermediate,72.6,No,1
1799,19,7.78,89.1,62.5,64.7,0.0,2.0,Advanced,83.9,,1
1800,19,8.1,71.8,77.0,70.3,1.0,1.0,Intermediate,59.1,No,0
1801,19,7.07,84.7,36.1,89.3,1.0,5.0,Intermediate,63.6,No,0
1802,21,6.12,72.2,58.9,69.2,3.0,0.0,Intermediate,52.9,Yes,1
1803,21,7.36,66.4,84.6,99.9,4.0,1.0,Intermediate,74.1,No,0
1804,21,7.25,74.9,53.6,49.6,0.0,0.0,Intermediate,95.0,No,0
1805,23,6.23,75.4,88.0,57.9,1.0,1.0,Beginner,64.3,No,0
1806,22,6.35,85.7,59.5,63.9,3.0,3.0,Intermediate,68.2,Yes,1
1807,21,7.1,86.7,25.0,67.9,2.0,2.0,Intermediate,53.8,No,1
1808,20,6.94,88.0,79.0,95.6,5.0,3.0,Intermediate,44.1,No,1
1809,21,6.59,93.4,50.7,85.1,3.0,2.0,Advanced,72.8,No,0
1810,20,7.22,79.6,74.0,74.3,0.0,1.0,Intermediate,100.0,No,1
1811,21,7.31,62.6,87.6,74.1,4.0,1.0,Advanced,57.6,Yes,1
1812,19,7.89,65.6,72.4,52.0,3.0,1.0,Advanced,100.0,No,1
1813,20,8.43,74.6,66.9,73.1,2.0,1.0,Intermediate,57.0,No,1
1814,20,6.85,91.9,74.4,94.5,2.0,2.0,Advanced,66.6,No,1
1815,20,7.67,67.7,56.0,60.1,4.0,,Intermediate,98.7,Yes,0
1816,20,7.96,65.5,96.5,59.6,1.0,0.0,Intermediate,86.4,Yes,1
1817,21,5.42,82.4,100.0,71.9,0.0,0.0,Advanced,97.7,No,1
1818,21,7.23,72.0,88.0,85.2,5.0,3.0,Intermediate,100.0,Yes,1
1819,23,6.88,89.6,49.7,94.1,1.0,0.0,Intermediate,55.0,No,1
1820,19,7.5,72.9,72.8,89.2,3.0,2.0,Intermediate,63.6,No,1
1821,19,9.32,75.9,46.8,64.0,2.0,2.0,Beginner,84.7,No,0
1822,21,6.94,77.3,50.6,100.0,1.0,0.0,Advanced,50.8,No,0
1823,19,8.03,76.1,63.5,55.5,0.0,2.0,Advanced,61.6,No,0
1824,19,8.26,70.1,71.4,61.0,3.0,2.0,Intermediate,47.3,No,1
1825,19,7.81,67.5,65.4,75.0,1.0,5.0,Intermediate,49.0,No,0
1826,20,7.82,83.8,75.6,55.1,1.0,0.0,Advanced,65.0,No,1
1827,20,6.03,74.8,79.8,79.0,0.0,3.0,Beginner,63.7,Yes,0
1828,23,7.09,77.0,76.3,95.4,2.0,2.0,Intermediate,68.6,No,0
1829,21,7.26,62.8,72.2,72.8,0.0,1.0,Advanced,88.7,No,0
1830,21,7.05,77.5,67.2,35.2,,1.0,Beginner,54.0,No,0
1831,20,6.48,82.6,99.2,69.1,3.0,1.0,Intermediate,38.6,Yes,0
1832,19,7.91,85.4,74.5,77.2,3.0,1.0,Intermediate,71.3,No,0
1833,22,7.19,98.9,83.0,71.4,4.0,1.0,Advanced,66.5,No,1
1834,19,5.8,73.6,55.0,65.0,1.0,2.0,Advanced,58.5,No,0
1835,21,6.58,77.5,50.7,70.4,2.0,0.0,Beginner,51.1,No,0
1836,19,5.7,65.5,76.7,53.4,3.0,1.0,Intermediate,60.3,No,0
1837,20,5.68,61.1,73.3,71.5,2.0,3.0,Advanced,56.7,No,0
1838,19,7.94,87.9,87.6,66.7,2.0,1.0,Intermediate,65.8,No,1
1839,20,7.7,62.8,60.7,61.6,2.0,1.0,Advanced,68.8,No,0
1840,19,8.92,80.8,56.7,97.6,1.0,1.0,Intermediate,,No,0
1841,20,5.91,86.6,81.1,61.7,2.0,0.0,Intermediate,55.6,no,0
1842,18,7.76,97.5,89.1,83.8,2.0,3.0,Advanced,73.4,No,1
1843,19,7.74,87.7,42.6,79.7,4.0,0.0,Advanced,58.7,No,1
1844,21,7.81,89.9,93.6,88.7,1.0,,Intermediate,56.3,No,1
1845,20,7.94,86.1,37.5,32.5,1.0,2.0,Beginner,53.8,No,0
1846,20,7.8,90.4,89.7,67.3,8.0,0.0,Intermediate,67.7,No,0
1847,21,7.27,70.8,41.1,52.1,2.0,2.0,Advanced,48.3,No,0
1848,20,6.42,100.0,61.7,71.2,0.0,1.0,Intermediate,66.0,No,1
1849,19,8.27,71.9,62.9,72.1,,1.0,Beginner,73.2,No,0
1850,22,,71.4,70.6,61.6,2.0,0.0,Advanced,58.4,No,0
1851,20,6.16,93.2,49.4,97.2,2.0,1.0,,63.3,No,0
1852,18,7.31,100.0,34.4,83.0,1.0,0.0,Intermediate,34.1,No,0
1853,19,6.12,88.0,53.1,62.1,2.0,1.0,Intermediate,84.7,No,1
1854,20,7.48,87.9,82.8,100.0,3.0,1.0,Intermediate,100.0,Yes,1
1855,18,6.22,71.8,68.2,62.3,0.0,1.0,ADVANCED,68.8,Yes,1
1856,20,8.67,75.2,69.8,64.3,2.0,0.0,Intermediate,81.9,No,0
1857,23,6.62,67.3,61.5,87.5,5.0,3.0,Intermediate,91.8,No,1
1858,20,6.35,69.8,68.9,60.3,3.0,1.0,Intermediate,67.8,No,1
1859,19,6.79,97.7,80.2,71.2,2.0,1.0,Beginner,90.1,Yes,0
1860,18,7.6,63.1,96.3,73.0,0.0,2.0,Advanced,82.7,No,1
1861,20,6.51,88.2,63.5,91.7,2.0,2.0,Intermediate,51.0,No,0
1862,21,5.91,91.4,63.3,50.7,3.0,3.0,Beginner,72.1,No,0
1863,21,6.78,76.3,61.2,65.5,0.0,5.0,Beginner,45.2,No,0
1864,20,5.98,80.6,86.6,83.2,3.0,2.0,Intermediate,86.1,No,1
1865,20,6.91,45.0,81.0,65.9,1.0,1.0,Beginner,44.8,No,0
1866,20,6.94,80.4,52.1,70.0,4.0,1.0,Intermediate,64.3,No,1
1867,22,6.44,68.2,80.8,79.7,5.0,3.0,Advanced,27.4,No,0
1868,18,,53.3,63.6,66.0,1.0,3.0,Beginner,44.7,Yes,0
1869,19,8.25,83.1,58.3,63.7,3.0,0.0,Intermediate,45.1,No,0
1870,19,5.25,68.4,67.1,56.2,3.0,2.0,Intermediate,64.8,No,1
1871,23,9.1,76.5,72.9,81.5,2.0,0.0,Beginner,62.0,No,0
1872,20,7.27,77.4,57.9,80.4,3.0,0.0,Advanced,67.2,No,1
1873,19,7.47,85.4,54.4,67.2,1.0,,Beginner,75.0,No,0
1874,22,5.74,75.5,99.1,70.7,3.0,1.0,Intermediate,85.7,No,1
1875,20,5.0,74.4,70.8,53.8,1.0,2.0,Intermediate,50.1,No,1
1876,20,9.11,72.9,75.2,82.4,3.0,0.0,Intermediate,51.5,Yes,1
1877,20,7.45,75.6,75.5,62.3,2.0,2.0,Intermediate,62.1,No,1
1878,19,8.47,88.2,68.3,73.0,4.0,2.0,Advanced,82.4,No,1
1879,20,7.88,87.5,55.8,76.7,2.0,2.0,Beginner,46.6,No,0
1880,20,5.99,72.7,86.8,78.2,1.0,1.0,Advanced,94.1,No,0
1881,20,7.07,77.5,88.9,100.0,2.0,4.0,,43.4,No,1
1882,20,,75.3,82.7,77.0,1.0,1.0,,40.2,No,0
1883,19,7.2,65.3,54.5,47.6,1.0,3.0,Advanced,85.7,No,1
1884,22,,100.0,78.0,74.2,5.0,2.0,Intermediate,66.4,No,0
1885,22,7.96,69.7,77.9,80.0,4.0,3.0,Advanced,74.7,No,1
1886,20,6.27,84.8,74.3,48.7,2.0,2.0,Intermediate,74.8,No,0
1887,21,6.13,78.9,49.0,61.4,1.0,2.0,Intermediate,45.6,No,0
1888,22,6.69,89.2,84.1,72.0,3.0,2.0,Intermediate,85.2,No,1
1889,19,7.49,51.9,87.7,78.0,3.0,2.0,Intermediate,76.0,No,0
1890,19,6.52,86.1,64.8,59.2,3.0,1.0,Intermediate,71.4,No,1
1891,19,6.94,84.2,75.7,71.8,4.0,2.0,Beginner,70.6,,0
1892,21,8.11,49.0,65.7,73.7,2.0,1.0,Intermediate,71.2,No,0
1893,18,7.85,81.1,79.6,83.3,3.0,1.0,Intermediate,51.2,No,1
1894,21,6.66,85.1,56.4,89.2,1.0,2.0,Intermediate,61.2,No,0
1895,18,4.5,64.9,73.8,72.3,2.0,1.0,Advanced,72.8,No,0
1896,18,5.89,72.3,92.1,89.1,2.0,1.0,Intermediate,60.9,No,1
1897,23,7.1,75.5,64.1,62.5,2.0,0.0,Intermediate,66.9,No,1
1898,20,7.72,69.1,76.4,63.3,1.0,2.0,Intermediate,65.4,No,0
1899,20,6.2,74.1,64.0,69.1,0.0,1.0,Advanced,70.4,Yes,1
1900,20,7.68,97.9,66.2,55.6,2.0,1.0,Advanced,74.0,Yes,0
1901,21,6.72,84.7,61.1,67.2,1.0,1.0,Intermediate,66.9,No,1
1902,23,7.64,80.9,49.6,73.3,0.0,1.0,Intermediate,75.6,No,0
1903,20,5.84,87.7,33.8,85.5,0.0,,Beginner,58.7,No,0
1904,20,6.94,69.1,87.5,74.4,3.0,3.0,Advanced,72.6,Yes,1
1905,18,6.96,62.0,84.1,78.3,0.0,0.0,Advanced,81.6,No,1
1906,21,7.64,74.0,71.9,,4.0,5.0,Advanced,62.4,No,1
1907,20,6.43,80.1,77.0,49.2,4.0,0.0,Intermediate,91.1,No,0
1908,23,7.38,80.9,71.5,68.8,1.0,1.0,Advanced,51.2,No,0
1909,21,5.93,72.9,67.9,82.8,1.0,0.0,Advanced,80.9,No,1
1910,21,6.73,58.1,65.5,80.4,1.0,0.0,Intermediate,99.5,No,0
1911,21,4.66,82.4,83.4,82.0,3.0,4.0,Intermediate,91.7,No,1
1912,20,6.47,68.1,61.6,71.9,0.0,1.0,Intermediate,83.0,No,0
1913,20,6.03,69.8,46.7,78.2,3.0,1.0,Intermediate,85.4,No,0
1914,20,7.67,86.9,67.3,66.4,2.0,1.0,Advanced,62.0,No,0
1915,21,6.42,77.8,100.0,37.1,2.0,1.0,Intermediate,91.8,No,1
1916,19,7.54,95.8,82.5,83.6,0.0,2.0,Beginner,59.1,Yes,0
1917,19,7.49,76.5,72.6,82.4,5.0,0.0,Advanced,61.9,No,1
1918,22,6.81,77.0,65.5,56.4,4.0,1.0,Advanced,38.6,Yes,1
1919,21,7.41,75.0,68.3,65.9,1.0,1.0,Advanced,82.0,Yes,0
1920,22,9.45,78.3,79.6,57.6,2.0,1.0,Intermediate,77.6,No,1
1921,20,6.75,74.3,60.5,,1.0,5.0,Intermediate,65.5,Yes,0
1922,20,5.92,77.1,70.9,55.9,3.0,5.0,Beginner,79.4,Yes,1
1923,21,6.56,73.8,55.5,80.7,2.0,1.0,Intermediate,79.4,No,1
1924,22,7.48,83.0,67.1,58.9,3.0,2.0,Advanced,45.4,No,1
1925,22,7.7,86.6,65.8,94.7,,0.0,Advanced,99.7,No,1
1926,19,7.04,73.2,61.5,80.9,0.0,2.0,Intermediate,69.3,No,0
1927,23,7.11,73.8,57.2,72.8,0.0,4.0,Intermediate,73.8,No,1
1928,20,7.05,84.0,94.8,53.4,1.0,3.0,Intermediate,91.7,No,1
1929,21,4.6,96.4,68.1,89.1,2.0,4.0,Beginner,51.7,No,0
1930,24,7.75,70.1,28.4,70.7,0.0,2.0,Intermediate,52.8,No,0
1931,20,7.35,76.3,73.6,49.4,7.0,0.0,Intermediate,52.1,No,0
1932,21,7.65,81.7,60.2,71.5,1.0,2.0,Intermediate,67.0,No,0
1933,23,8.21,100.0,69.4,81.8,3.0,2.0,Advanced,93.4,Yes,1
1934,21,7.92,67.8,88.9,80.0,3.0,1.0,Intermediate,49.7,Yes,1
1935,21,8.33,100.0,58.8,78.7,4.0,2.0,Intermediate,,,1
1936,21,7.22,89.3,77.1,77.5,1.0,1.0,Intermediate,64.1,Yes,1
1937,21,6.65,81.5,78.4,72.6,3.0,0.0,Advanced,42.8,Yes,1
1938,23,7.81,58.4,52.6,83.3,0.0,2.0,Intermediate,31.1,No,0
1939,21,5.58,69.7,84.6,60.8,4.0,0.0,Intermediate,68.7,No,0
1940,19,8.46,75.7,67.1,48.6,1.0,1.0,Intermediate,45.8,No,0
1941,18,6.85,89.0,88.6,67.3,4.0,0.0,Intermediate,70.3,No,1
1942,18,7.61,74.8,66.9,69.6,1.0,4.0,Advanced,69.8,No,1
1943,23,6.48,85.0,79.5,55.1,1.0,1.0,Intermediate,57.1,Yes,0
1944,22,7.22,80.5,63.0,66.5,6.0,1.0,Intermediate,60.9,No,1
1945,21,8.06,72.8,,43.3,2.0,1.0,Intermediate,83.9,No,1
1946,22,6.15,82.7,73.2,62.0,3.0,1.0,Intermediate,68.6,No,0
1947,22,5.81,84.1,82.3,81.1,0.0,3.0,Advanced,65.0,No,0
1948,20,7.01,68.9,48.2,54.7,4.0,2.0,Advanced,100.0,No,1
1949,21,6.17,79.4,77.5,64.3,2.0,2.0,Advanced,82.5,No,1
1950,19,8.67,99.6,95.5,80.1,0.0,2.0,Intermediate,43.8,Yes,1
1951,23,6.94,89.4,85.0,90.4,3.0,1.0,Intermediate,66.9,No,1
1952,20,7.08,99.2,42.7,77.0,2.0,3.0,Intermediate,60.1,No,1
1953,19,7.13,79.2,67.7,45.7,1.0,3.0,Intermediate,64.6,No,0
1954,19,6.23,72.5,81.4,67.7,1.0,1.0,Beginner,62.3,No,0
1955,20,6.2,68.9,68.3,87.7,1.0,2.0,Intermediate,76.8,No,0
1956,22,9.41,71.9,49.0,62.3,5.0,2.0,Intermediate,68.8,Yes,1
1957,20,9.09,100.0,87.6,78.1,5.0,2.0,Intermediate,65.8,No,1
1958,18,6.72,63.9,68.3,75.0,2.0,1.0,Intermediate,82.1,Yes,1
1959,18,7.2,63.8,63.3,45.1,1.0,2.0,Intermediate,,No,0
1960,20,7.83,58.7,40.2,61.6,1.0,0.0,Intermediate,52.3,No,0
1961,22,6.71,77.9,49.6,56.5,2.0,0.0,Intermediate,74.8,No,0
1962,21,6.1,77.8,50.8,68.3,2.0,0.0,Intermediate,55.4,No,0
1963,21,7.23,75.8,52.2,79.2,0.0,3.0,Advanced,95.9,No,0
1964,22,7.67,81.9,68.7,69.6,0.0,0.0,Intermediate,60.0,No,1
1965,19,8.52,78.5,68.5,83.3,0.0,0.0,Intermediate,65.5,No,1
1966,20,8.78,64.8,34.4,49.4,4.0,1.0,Intermediate,67.4,No,0
1967,18,7.49,75.5,26.0,57.1,3.0,2.0,Advanced,37.4,No,0
1968,20,,92.9,63.6,69.1,3.0,2.0,Intermediate,67.7,No,1
1969,22,7.3,69.8,81.6,84.5,1.0,,Beginner,36.0,No,0
1970,21,8.78,86.7,37.5,60.9,0.0,2.0,Advanced,79.7,Yes,0
1971,20,6.15,74.6,72.1,79.6,5.0,1.0,Beginner,61.8,No,0
1972,21,8.46,86.1,70.2,51.5,4.0,2.0,Intermediate,51.7,Yes,1
1973,21,5.92,79.7,46.3,84.1,3.0,2.0,Intermediate,73.0,Yes,0
1974,20,7.59,73.7,83.5,100.0,2.0,2.0,Intermediate,60.6,No,1
1975,19,8.2,74.5,94.1,69.0,1.0,1.0,Advanced,37.2,No,1
